layer,neuron,n,mean_effect,mean_abs_effect,sign_consistency,examples
23,753,1,-0.04656326398253441,0.04656326398253441,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.04656326398253441}]"
22,3948,3,0.04634782299399376,0.04634782299399376,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.047463931143283844}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.053367551416158676}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.03821198642253876}]"
23,2777,4,0.04041971522383392,0.04562146426178515,0.75,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.08716262876987457}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.06518439948558807}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.01973533071577549}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.010403498075902462}]"
22,916,3,0.04552488960325718,0.04552488960325718,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.01809391938149929}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.08721202611923218}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.03126872330904007}]"
20,3388,1,0.04524454474449158,0.04524454474449158,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.04524454474449158}]"
23,448,2,0.0450610239058733,0.0450610239058733,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.03252877667546272}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.057593271136283875}]"
22,983,2,-0.021517482586205006,0.044985066168010235,0.5,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.06650254875421524}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.02346758358180523}]"
23,2788,8,0.04016384785063565,0.04471457446925342,0.875,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.06798980385065079}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.027918078005313873}, {""suite"": ""code"", ""token"": "" def"", ""effect"": -0.018202906474471092}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.02337788976728916}]"
23,1008,2,0.04466588795185089,0.04466588795185089,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.07336382567882538}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.015967950224876404}]"
22,57,7,0.005670962855219841,0.044493560546210835,0.5714285714285714,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.06320727616548538}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.03679634630680084}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.03587546944618225}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0427432581782341}]"
22,3688,3,0.03169047459959984,0.04445207118988037,0.6666666666666666,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0191423948854208}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.014217378571629524}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.09999644011259079}]"
19,1370,2,0.02513240836560726,0.04440687038004398,0.5,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.06953927874565125}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.019274462014436722}]"
23,4069,3,-0.043994585052132607,0.043994585052132607,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.041367415338754654}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.07118326425552368}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.019433075562119484}]"
22,1148,1,-0.043794866651296616,0.043794866651296616,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.043794866651296616}]"
23,2096,1,0.043578602373600006,0.043578602373600006,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.043578602373600006}]"
20,408,8,0.03820537240244448,0.04283385048620403,0.875,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.043082159012556076}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.018513912335038185}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.04339290037751198}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.03666573762893677}]"
23,3111,8,0.027943143155425787,0.042500659823417664,0.75,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.07294674962759018}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.039060771465301514}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.01689232885837555}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.020359644666314125}]"
22,3293,1,0.04246506467461586,0.04246506467461586,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.04246506467461586}]"
17,1735,1,-0.04177011176943779,0.04177011176943779,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.04177011176943779}]"
22,1997,1,0.04146381467580795,0.04146381467580795,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.04146381467580795}]"
17,3687,8,0.03710083168698475,0.04138116323156282,0.75,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.007152985315769911}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.06656847149133682}, {""suite"": ""code"", ""token"": "" def"", ""effect"": -0.006492015905678272}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.07669894397258759}]"
19,4342,1,0.04138091579079628,0.04138091579079628,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.04138091579079628}]"
23,2101,1,0.04101455211639404,0.04101455211639404,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.04101455211639404}]"
23,140,2,0.04059176775626838,0.04059176775626838,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.0076752579770982265}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.07350827753543854}]"
20,1927,6,0.025872518308460712,0.0402929245804747,0.8333333333333334,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.010657502338290215}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.043261218816041946}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.04636136442422867}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.051209162920713425}]"
23,1507,1,-0.0397535003721714,0.0397535003721714,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.0397535003721714}]"
20,4384,1,0.039666611701250076,0.039666611701250076,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.039666611701250076}]"
19,1867,2,0.03944769222289324,0.03944769222289324,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.05534505844116211}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.023550326004624367}]"
23,4452,7,0.022189759383244172,0.039157193819327016,0.5714285714285714,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.04085829481482506}, {""suite"": ""code"", ""token"": "" def"", ""effect"": -0.011745305731892586}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.02204643189907074}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.025594282895326614}]"
19,1361,3,0.03915590047836304,0.03915590047836304,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.011744044721126556}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.0778021365404129}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.027921520173549652}]"
20,857,1,0.03912275284528732,0.03912275284528732,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.03912275284528732}]"
20,4049,2,0.038961210288107395,0.038961210288107395,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.01618056185543537}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.06174185872077942}]"
23,1874,4,-0.018258323427289724,0.03820970235392451,0.75,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.042447369545698166}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.030194247141480446}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.04029443487524986}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.03990275785326958}]"
20,2520,2,-0.03818662837147713,0.03818662837147713,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0523688942193985}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.024004362523555756}]"
22,2843,1,0.038094498217105865,0.038094498217105865,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.038094498217105865}]"
22,1146,1,0.03766026347875595,0.03766026347875595,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.03766026347875595}]"
22,2507,7,-0.026149421132036617,0.03762115032545158,0.8571428571428571,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.04445416480302811}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.04015105217695236}, {""suite"": ""code"", ""token"": "" def"", ""effect"": -0.0440814308822155}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.03200244903564453}]"
23,4284,9,0.0017761302491029103,0.037377939456039004,0.6666666666666666,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.02592793107032776}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0192717332392931}, {""suite"": ""code"", ""token"": "" def"", ""effect"": -0.036421433091163635}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.012822655960917473}]"
19,4661,1,0.03675961494445801,0.03675961494445801,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.03675961494445801}]"
21,141,1,-0.03633951023221016,0.03633951023221016,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.03633951023221016}]"
20,4829,1,0.03632541000843048,0.03632541000843048,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.03632541000843048}]"
7,1731,4,0.0359212732873857,0.0359212732873857,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.03168750926852226}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.05119748041033745}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.03467318415641785}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.02612691931426525}]"
20,3689,1,-0.035884689539670944,0.035884689539670944,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.035884689539670944}]"
22,4364,1,-0.03583294898271561,0.03583294898271561,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.03583294898271561}]"
19,3172,4,0.035455485340207815,0.035455485340207815,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.023435579612851143}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.009533863514661789}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.07199764996767044}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.03685484826564789}]"
23,4642,1,-0.03543699160218239,0.03543699160218239,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.03543699160218239}]"
22,2172,4,0.02150609460659325,0.03541438723914325,0.5,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.011048137210309505}, {""suite"": ""code"", ""token"": "" def"", ""effect"": -0.016768448054790497}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.07862816005945206}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.03521280363202095}]"
21,3743,1,-0.03538734093308449,0.03538734093308449,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.03538734093308449}]"
23,780,1,0.03537740185856819,0.03537740185856819,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.03537740185856819}]"
20,1765,1,0.03512183949351311,0.03512183949351311,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.03512183949351311}]"
17,3831,1,0.03505109250545502,0.03505109250545502,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.03505109250545502}]"
22,1568,2,0.034625668078660965,0.034625668078660965,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.03158792480826378}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.03766341134905815}]"
19,2351,1,0.03454183414578438,0.03454183414578438,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.03454183414578438}]"
23,2345,9,-0.006439073114759392,0.03447224748217397,0.5555555555555556,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.03512095287442207}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.029755786061286926}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.013531485572457314}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.010384118184447289}]"
23,4398,8,-0.002689154935069382,0.03443524322938174,0.75,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.027485644444823265}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.01288649532943964}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.020390352234244347}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.01768338494002819}]"
20,481,5,-0.027774160727858543,0.034344437345862386,0.8,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.043051622807979584}, {""suite"": ""code"", ""token"": "" def"", ""effect"": -0.026914266869425774}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.05028355494141579}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.035047050565481186}]"
21,4208,1,-0.03401336446404457,0.03401336446404457,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.03401336446404457}]"
23,3757,3,0.03390922645727793,0.03390922645727793,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.01930202543735504}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.04235599935054779}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.04006965458393097}]"
19,63,7,0.03374734214906182,0.03374734214906182,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.013841706328094006}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.030657876282930374}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.04225791618227959}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.062322311103343964}]"
22,3731,8,-0.01669192116241902,0.03356212086509913,0.75,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.07285251468420029}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.024142272770404816}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.01452646404504776}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.052954334765672684}]"
23,2964,8,0.01990535296499729,0.033277593087404966,0.75,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.04172458127140999}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.02066163532435894}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.032271940261125565}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.04006321728229523}]"
23,2665,7,0.0008525978773832321,0.033214270802480836,0.5714285714285714,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.041191183030605316}, {""suite"": ""code"", ""token"": "" def"", ""effect"": -0.026488831266760826}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.008559457957744598}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.017251750454306602}]"
17,779,4,0.0031643088441342115,0.033090227050706744,0.75,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.008072075434029102}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.01986164040863514}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.04457535594701767}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.059851836413145065}]"
18,4355,5,0.03293514288961887,0.03293514288961887,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.02832135371863842}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.026106495410203934}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0286342054605484}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.041592080146074295}]"
19,4237,2,0.03287589643150568,0.03287589643150568,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.031021257862448692}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.03473053500056267}]"
22,2421,1,-0.03280919790267944,0.03280919790267944,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.03280919790267944}]"
19,1192,1,0.032719578593969345,0.032719578593969345,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.032719578593969345}]"
20,2395,1,0.03266650438308716,0.03266650438308716,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.03266650438308716}]"
21,1091,6,0.024019989961137373,0.03250585108374556,0.8333333333333334,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.023336905986070633}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.025457583367824554}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.024776186794042587}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.015410582534968853}]"
20,104,2,0.02070440398529172,0.03243423206731677,0.5,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.05313863605260849}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.011729828082025051}]"
20,2225,1,0.03226165473461151,0.03226165473461151,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.03226165473461151}]"
23,3972,7,-0.010292770474084787,0.0321710342541337,0.7142857142857143,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.036050453782081604}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.018343474715948105}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.059907883405685425}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.021495390683412552}]"
22,2865,1,-0.03173951432108879,0.03173951432108879,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.03173951432108879}]"
