record_id,role_guess,read_flow,write_flow,primitive_slot_flow,primitive_family_flow,primitive_origin_flow,slot_transition_flow,primitive_transition_flow,slot_composition_flow,target_kind,primitive_count
mod.blocks.3.attn.h1.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftRight4 -> MinedResidualBlockMean8 -> ShiftLeft8 -> BlockAvg8 -> BlockAvg2 -> MeanProject,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> block_mined -> shift -> block -> block -> global,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftRight4 -> ShiftRight4->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftLeft8 -> ShiftLeft8->BlockAvg8 -> BlockAvg8->BlockAvg2 -> BlockAvg2->MeanProject,+8.229*MinedResidualSVD0 + +5.888*MinedResidualSVD1 + +5.204*MinedResidualSVD2 + +4.654*MinedResidualSVD3 + +1.96*MinedResidualBlockMean4 + +0.7283*MinedResidualToeplitzAvg + +0.1616*ShiftRight4 + +0.1872*MinedResidualBlockMean8 + -0.09119*ShiftLeft8 + +0.2122*BlockAvg8 + -0.1714*BlockAvg2 + -0.1031*MeanProject,attention_qk,12
mod.blocks.3.attn.h1.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean16 -> DiffBackward -> ShiftLeft8 -> ShiftLeft4 -> BlockAvg16 -> MinedResidualBlockMean8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> difference -> shift -> shift -> block -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean16 -> MinedResidualBlockMean16->DiffBackward -> DiffBackward->ShiftLeft8 -> ShiftLeft8->ShiftLeft4 -> ShiftLeft4->BlockAvg16 -> BlockAvg16->MinedResidualBlockMean8,+117*MinedResidualSVD0 + +102.6*MinedResidualSVD1 + +98.79*MinedResidualSVD2 + +86.51*MinedResidualSVD3 + +19.61*MinedResidualBlockMean4 + +8.69*MinedResidualToeplitzAvg + -2.646*MinedResidualBlockMean16 + -1.807*DiffBackward + +1.827*ShiftLeft8 + -1.254*ShiftLeft4 + -1.227*BlockAvg16 + +1.68*MinedResidualBlockMean8,attention_vo,12
mod.blocks.3.attn.h2.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> PrefixMean -> BlockAvg64 -> DCTMid -> Reverse -> ShiftRight8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> prefix -> block -> spectral -> permutation -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->PrefixMean -> PrefixMean->BlockAvg64 -> BlockAvg64->DCTMid -> DCTMid->Reverse -> Reverse->ShiftRight8,+10.13*MinedResidualSVD0 + +10.04*MinedResidualSVD1 + +9.228*MinedResidualSVD2 + +8.463*MinedResidualSVD3 + +5.026*MinedResidualBlockMean4 + +1.544*MinedResidualToeplitzAvg + +1.458*Identity + -0.8128*PrefixMean + +0.4949*BlockAvg64 + -0.3448*DCTMid + -0.2579*Reverse + -0.2525*ShiftRight8,attention_qk,12
mod.blocks.3.attn.h2.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean16 -> Laplacian1D -> BlockAvg2 -> BlockAvg32 -> ShiftLeft8 -> DCTMid,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> difference -> block -> block -> shift -> spectral,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean16 -> MinedResidualBlockMean16->Laplacian1D -> Laplacian1D->BlockAvg2 -> BlockAvg2->BlockAvg32 -> BlockAvg32->ShiftLeft8 -> ShiftLeft8->DCTMid,+68.75*MinedResidualSVD0 + +64.15*MinedResidualSVD1 + +61.35*MinedResidualSVD2 + +54.03*MinedResidualSVD3 + +19.33*MinedResidualBlockMean4 + +10.19*MinedResidualToeplitzAvg + -2.632*MinedResidualBlockMean16 + -3.231*Laplacian1D + +4.154*BlockAvg2 + -2.489*BlockAvg32 + -1.47*ShiftLeft8 + -2.173*DCTMid,attention_vo,12
mod.blocks.3.attn.h3.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> Identity -> MinedResidualToeplitzAvg -> ShiftRight1 -> MeanProject -> BlockAvg64 -> DCTLow -> MinedResidualBlockMean8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> diagonal -> toeplitz -> shift -> global -> block -> spectral -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->Identity -> Identity->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftRight1 -> ShiftRight1->MeanProject -> MeanProject->BlockAvg64 -> BlockAvg64->DCTLow -> DCTLow->MinedResidualBlockMean8,+9.384*MinedResidualSVD0 + +7.322*MinedResidualSVD1 + +7.131*MinedResidualSVD2 + +6.031*MinedResidualSVD3 + +2.698*MinedResidualBlockMean4 + +1.735*Identity + +1.395*MinedResidualToeplitzAvg + +0.3622*ShiftRight1 + -0.718*MeanProject + +0.7284*BlockAvg64 + -0.3657*DCTLow + +0.3032*MinedResidualBlockMean8,attention_qk,12
mod.blocks.3.attn.h3.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> BlockAvg4 -> BlockAvg16 -> ShiftLeft4 -> DiffForward -> BlockAvg64 -> ShiftRight1,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block -> block -> shift -> difference -> block -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->BlockAvg4 -> BlockAvg4->BlockAvg16 -> BlockAvg16->ShiftLeft4 -> ShiftLeft4->DiffForward -> DiffForward->BlockAvg64 -> BlockAvg64->ShiftRight1,+98.84*MinedResidualSVD0 + +75.06*MinedResidualSVD1 + +72.6*MinedResidualSVD2 + +64.06*MinedResidualSVD3 + +22.77*MinedResidualBlockMean4 + +8.197*MinedResidualToeplitzAvg + +4.919*BlockAvg4 + -4.839*BlockAvg16 + +2.312*ShiftLeft4 + -2.243*DiffForward + +2.131*BlockAvg64 + -1.866*ShiftRight1,attention_vo,12
mod.blocks.3.attn.h4.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Laplacian1D -> MinedResidualBlockMean32 -> DCTMid -> MinedResidualBlockMean8 -> ShiftRight8 -> ShiftLeft2,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> difference -> block_mined -> spectral -> block_mined -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> mined_from_target -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Laplacian1D -> Laplacian1D->MinedResidualBlockMean32 -> MinedResidualBlockMean32->DCTMid -> DCTMid->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftRight8 -> ShiftRight8->ShiftLeft2,+11.75*MinedResidualSVD0 + +9.625*MinedResidualSVD1 + +8.749*MinedResidualSVD2 + +7.743*MinedResidualSVD3 + +3.038*MinedResidualBlockMean4 + +1.219*MinedResidualToeplitzAvg + +0.527*Laplacian1D + -0.4993*MinedResidualBlockMean32 + +0.3526*DCTMid + -0.2981*MinedResidualBlockMean8 + -0.166*ShiftRight8 + +0.1509*ShiftLeft2,attention_qk,12
mod.blocks.3.attn.h4.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftRight8 -> MinedResidualBlockMean16 -> BlockAvg64 -> Identity -> ShiftLeft8 -> MeanProject,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> block_mined -> block -> diagonal -> shift -> global,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftRight8 -> ShiftRight8->MinedResidualBlockMean16 -> MinedResidualBlockMean16->BlockAvg64 -> BlockAvg64->Identity -> Identity->ShiftLeft8 -> ShiftLeft8->MeanProject,+71.58*MinedResidualSVD0 + +59.03*MinedResidualSVD1 + +56.06*MinedResidualSVD2 + +46.84*MinedResidualSVD3 + +16.36*MinedResidualBlockMean4 + +6.479*MinedResidualToeplitzAvg + -1.738*ShiftRight8 + -1.651*MinedResidualBlockMean16 + +2.209*BlockAvg64 + +1.234*Identity + +1.157*ShiftLeft8 + -1.489*MeanProject,attention_vo,12
mod.blocks.3.attn.h5.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> PrefixMean -> Laplacian1D -> ShiftLeft8 -> MinedResidualBlockMean32 -> ShiftLeft4 -> BlockAvg64,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> prefix -> difference -> shift -> block_mined -> shift -> block,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> mined_from_target -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->PrefixMean -> PrefixMean->Laplacian1D -> Laplacian1D->ShiftLeft8 -> ShiftLeft8->MinedResidualBlockMean32 -> MinedResidualBlockMean32->ShiftLeft4 -> ShiftLeft4->BlockAvg64,+9.787*MinedResidualSVD0 + +8.896*MinedResidualSVD1 + +8.786*MinedResidualSVD2 + +8.402*MinedResidualSVD3 + +3.403*MinedResidualBlockMean4 + +1.542*MinedResidualToeplitzAvg + -0.5478*PrefixMean + +0.4914*Laplacian1D + +0.2314*ShiftLeft8 + -0.2078*MinedResidualBlockMean32 + +0.1849*ShiftLeft4 + +0.2032*BlockAvg64,attention_qk,12
mod.blocks.3.attn.h5.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> BlockAvg32 -> BlockAvg64 -> ShiftLeft1 -> ShiftRight2 -> BlockAvg8 -> ShiftLeft4,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block -> block -> shift -> shift -> block -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->BlockAvg32 -> BlockAvg32->BlockAvg64 -> BlockAvg64->ShiftLeft1 -> ShiftLeft1->ShiftRight2 -> ShiftRight2->BlockAvg8 -> BlockAvg8->ShiftLeft4,+61.54*MinedResidualSVD0 + +55.06*MinedResidualSVD1 + +53*MinedResidualSVD2 + +49.39*MinedResidualSVD3 + +19.22*MinedResidualBlockMean4 + +9.443*MinedResidualToeplitzAvg + -6.916*BlockAvg32 + +5.902*BlockAvg64 + +1.237*ShiftLeft1 + -1.801*ShiftRight2 + +2.149*BlockAvg8 + -1.411*ShiftLeft4,attention_vo,12
mod.blocks.3.attn.h6.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> PrefixMean -> ShiftRight4 -> ShiftRight2 -> ShiftRight1 -> MeanProject,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> prefix -> shift -> shift -> shift -> global,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->PrefixMean -> PrefixMean->ShiftRight4 -> ShiftRight4->ShiftRight2 -> ShiftRight2->ShiftRight1 -> ShiftRight1->MeanProject,+11.51*MinedResidualSVD0 + +10.07*MinedResidualSVD1 + +9.654*MinedResidualSVD2 + +8.667*MinedResidualSVD3 + +3.837*MinedResidualBlockMean4 + +1.61*MinedResidualToeplitzAvg + +1.083*Identity + -1.037*PrefixMean + +0.3499*ShiftRight4 + +0.35*ShiftRight2 + +0.2756*ShiftRight1 + +0.3123*MeanProject,attention_qk,12
mod.blocks.3.attn.h6.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftLeft4 -> Reverse -> BlockAvg32 -> PrefixMean -> ShiftRight8 -> Blur3,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> permutation -> block -> prefix -> shift -> smooth,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftLeft4 -> ShiftLeft4->Reverse -> Reverse->BlockAvg32 -> BlockAvg32->PrefixMean -> PrefixMean->ShiftRight8 -> ShiftRight8->Blur3,+71.92*MinedResidualSVD0 + +53.57*MinedResidualSVD1 + +52.34*MinedResidualSVD2 + +44.48*MinedResidualSVD3 + +18.3*MinedResidualBlockMean4 + +7.674*MinedResidualToeplitzAvg + -1.496*ShiftLeft4 + -1.744*Reverse + -2.808*BlockAvg32 + +1.838*PrefixMean + +1.14*ShiftRight8 + +1.176*Blur3,attention_vo,12
mod.blocks.3.attn.h7.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> PrefixMean -> ShiftLeft4 -> ShiftLeft2 -> RampDiag -> ShiftLeft8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> prefix -> shift -> shift -> diagonal -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->PrefixMean -> PrefixMean->ShiftLeft4 -> ShiftLeft4->ShiftLeft2 -> ShiftLeft2->RampDiag -> RampDiag->ShiftLeft8,+12.85*MinedResidualSVD0 + +10.6*MinedResidualSVD1 + +8.48*MinedResidualSVD2 + +8.137*MinedResidualSVD3 + +2.844*MinedResidualBlockMean4 + +1.533*MinedResidualToeplitzAvg + +1.161*Identity + -0.5448*PrefixMean + +0.2257*ShiftLeft4 + -0.2082*ShiftLeft2 + -0.22*RampDiag + +0.2003*ShiftLeft8,attention_qk,12
mod.blocks.3.attn.h7.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> BlockAvg4 -> DCTHigh -> DCTLow -> DCTMid -> ShiftLeft8 -> MinedResidualBlockMean32,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block -> spectral -> spectral -> spectral -> shift -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->BlockAvg4 -> BlockAvg4->DCTHigh -> DCTHigh->DCTLow -> DCTLow->DCTMid -> DCTMid->ShiftLeft8 -> ShiftLeft8->MinedResidualBlockMean32,+66.89*MinedResidualSVD0 + +58.34*MinedResidualSVD1 + +57.6*MinedResidualSVD2 + +53.75*MinedResidualSVD3 + +23.03*MinedResidualBlockMean4 + +9.717*MinedResidualToeplitzAvg + +4.886*BlockAvg4 + +1.437*DCTHigh + -3.532*DCTLow + -1.95*DCTMid + +1.14*ShiftLeft8 + -1.129*MinedResidualBlockMean32,attention_vo,12
mod.blocks.3.fc1.LinearW,linear_projection,module_input,module_output,,,,OMP_selection_order,,,linear,0
mod.blocks.3.fc2.LinearW,linear_projection,module_input,module_output,,,,OMP_selection_order,,,linear,0
mod.blocks.4.attn.h0.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> ShiftRight8 -> RampDiag -> DCTLow -> ShiftRight2 -> Reverse,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> shift -> diagonal -> spectral -> shift -> permutation,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->ShiftRight8 -> ShiftRight8->RampDiag -> RampDiag->DCTLow -> DCTLow->ShiftRight2 -> ShiftRight2->Reverse,+10.72*MinedResidualSVD0 + +9.12*MinedResidualSVD1 + +8.068*MinedResidualSVD2 + +8.011*MinedResidualSVD3 + +3.232*MinedResidualBlockMean4 + +2.076*MinedResidualToeplitzAvg + +1.824*Identity + -0.3412*ShiftRight8 + -0.2362*RampDiag + +0.3413*DCTLow + -0.2124*ShiftRight2 + +0.1512*Reverse,attention_qk,12
